🪜	ladder	climb|rung|step
🪏	shovel	bury|dig|garden|hole|plant|scoop|snow|spade
🧪	test tube	chemist|chemistry|experiment|lab|science|test|tube
🧫	petri dish	bacteria|biologist|biology|culture|dish|lab|petri
🧬	dna	biologist|evolution|gene|genetics|life
🩸	drop of blood	bleed|blood|donation|drop|injury|medicine|menstruation|of
🩹	adhesive bandage	adhesive|bandage
🩼	crutch	aid|cane|disability|help|hurt|injured|mobility|stick
🩺	stethoscope	doctor|heart|medicine
🩻	x-ray	bones|doctor|medical|skeleton|skull|xray
🛗	elevator	accessibility|hoist|lift
🪞	mirror	makeup|reflection|reflector|speculum
🪟	window	air|frame|fresh|opening|transparent|view
🪑	chair	seat|sit
🪠	plunger	cup|force|plumber|poop|suction|toilet
🪤	mouse trap	bait|cheese|lure|mouse|mousetrap|snare|trap
🪒	razor	sharp|shave
🧴	lotion bottle	bottle|lotion|moisturizer|shampoo|sunscreen
🧷	safety pin	diaper|pin|punk|rock|safety
🧹	broom	cleaning|sweeping|witch
🧺	basket	farming|laundry|picnic
🧻	roll of paper	paper|roll|toilet|towels|of
🪣	bucket	cask|pail|vat
🧼	soap	bar|bathing|clean|cleaning|lather|soapdish
🫧	bubbles	bubble|burp|clean|floating|pearl|soap|underwater
🪥	toothbrush	bathroom|brush|clean|dental|hygiene|teeth|toiletry
🧽	sponge	absorbing|cleaning|porous|soak
🧯	fire extinguisher	extinguish|extinguisher|fire|quench
🪦	headstone	cemetery|dead|grave|graveyard|memorial|rip|tomb|tombstone
🧿	nazar amulet	amulet|bead|blue|charm|evil-eye|nazar|talisman
🪬	hamsa	amulet|fatima|fortune|guide|hand|mary|miriam|palm|protect|protection
🪧	placard	card|demonstration|notice|picket|plaque|protest|sign
🪪	identification card	card|credentials|document|id|identification|license|security
🪯	khanda	deg|fateh|khalsa|religion|sikh|sikhism|tegh
🛜	wireless	broadband|computer|connectivity|hotspot|internet|network|router|smartphone|wi-fi|wifi|wlan
♀️	female sign	female|sign|woman
♂️	male sign	male|man|sign
⚧️	transgender symbol	symbol|transgender
🟰	heavy equals sign	answer|equal|equality|equals|heavy|math|sign
♾️	infinity	forever|unbounded|universal
©️	copyright	c
®️	registered	r
™️	trade mark	mark|tm|trade|trademark
🫟	splatter	drip|holi|ink|liquid|mess|paint|spill|stain
🟠	orange circle	circle|orange
🟡	yellow circle	circle|yellow
🟢	green circle	circle|green
🟣	purple circle	circle|purple
🟤	brown circle	brown|circle
🟥	red square	card|penalty|red|square
🟧	orange square	orange|square
🟨	yellow square	card|penalty|square|yellow
🟩	green square	green|square
🟦	blue square	blue|square
🟪	purple square	purple|square
🟫	brown square	brown|square
🏳️‍⚧️	transgender flag	blue|flag|light|pink|transgender|white
🏴‍☠️	pirate flag	flag|jolly|pirate|plunder|roger|treasure
🇧🇱	flag: st. barthélemy	flag|flag:|st.|barthélemy
🇧🇶	flag: caribbean netherlands	flag|flag:|caribbean|netherlands
🇨🇶	flag: sark	flag|flag:|sark
🇨🇽	flag: christmas island	flag|flag:|christmas|island
🇩🇬	flag: diego garcia	flag|flag:|diego|garcia
🇬🇸	flag: south georgia & south sandwich islands	flag|flag:|south|georgia|sandwich|islands
🇰🇮	flag: kiribati	flag|flag:|kiribati
🇲🇵	flag: northern mariana islands	flag|flag:|northern|mariana|islands
🇲🇸	flag: montserrat	flag|flag:|montserrat
🇳🇨	flag: new caledonia	flag|flag:|new|caledonia
🇳🇷	flag: nauru	flag|flag:|nauru
🇳🇺	flag: niue	flag|flag:|niue
🇵🇲	flag: st. pierre & miquelon	flag|flag:|st.|pierre|miquelon
🇸🇭	flag: st. helena, ascension & tristan da cunha	flag|flag:|st.|helena,|ascension|tristan|da|cunha
🇸🇯	flag: svalbard & jan mayen	flag|flag:|svalbard|jan|mayen
🇹🇦	flag: tristan da cunha	flag|flag:|tristan|da|cunha
🇹🇫	flag: french southern and antarctic lands	flag|flag:|french|southern|and|antarctic|lands
🇹🇻	flag: tuvalu	flag|flag:|tuvalu
🇼🇫	flag: wallis & futuna	flag|flag:|wallis|futuna
🇾🇹	flag: mayotte	flag|flag:|mayotte
